FID,GEONAME,GENERIC,X,Y
2255,Dormer Mountain,Mountain,-115.5641667,51.6086110999999
2256,Dormer Pass,Pass,-115.569444399999,51.4430555
2257,Dormer River,River,-115.475499999999,51.616722
2258,Dorothy,Locality,-112.325,51.2791666999999
2259,Dorothy Creek,Creek,-116.486388899999,52.7541665999999
2260,Dorothy Island,Island,-110.5230556,56.5105555
2261,Dorothy Lake,Lake,-118.2305556,52.8830555999999
2262,Dorscheid,Railway Point,-118.5761111,54.7713888999999
2263,Dor̩ Lake,Lake,-111.9366667,54.7413888999999
2264,Douai Mountain,Mountain,-117.1902778,51.9769444
2265,Douglas Creek,Creek,-115.968333299999,51.57
2266,Douglas Creek,Creek,-111.9541667,50.9519445
2267,Douglas Creek,Creek,-118.825277799999,53.7252778
2268,Douglas Glen,Urban Community,-114.00556,50.9513889999999
2269,Douglas Lake,Lake,-115.940555599999,51.5424999999999
2270,Douglas Lake,Lake,-110.1927778,51.7138889
2271,Douglas River,River,-110.0327778,58.3638888999999
2272,Douglasdale Estates,Urban Community,-113.99306,50.938889
2273,Dover,Urban Community,-113.966669999999,51.0333329999999
2274,Dover River,River,-111.7502778,57.1652777999999
2275,Dovercourt,Urban Community,-113.56667,53.566667
2276,Dovercourt,Locality,-114.859722199999,52.2444443999999
2277,Dowling,Railway Point,-111.9994444,51.7722222
2278,Dowling Ford,Ford,-116.821666699999,52.6375
2279,Dowling Lake,Lake,-112.0283333,51.7327778
2280,Dowling Lake,Locality,-112.1833333,51.7833333
2281,Doze Lake,Lake,-110,59.8666667
2282,Draco Peak,Peak,-119.661944399999,53.4819444
2283,Dragon Creek,Creek,-117.659444399999,52.4841667
2284,Dragon Lake,Lake,-117.662499999999,52.4708333
2285,Dragon Lake,Lake,-110.094999999999,51.6869444
2286,Dragon Peak,Peak,-117.7011111,52.4461111
2287,Dragonback Glacier,Glacier,-116.53333,51.6666669999999
2288,Draper,Locality,-111.2583333,56.6733333
2289,Drawbridge Peak,Peak,-118.325833299999,52.7044444
2290,Drayton Valley,Town,-114.9808333,53.2241666999999
2291,Dreamer's Lake,Lake,-118.4458333,55.6947223
2292,Dreau,Locality,-117.2933333,55.7486110999999
2293,Driedmeat Creek,Creek,-112.727777799999,52.8619443999999
2294,Driedmeat Hill,Hill,-112.734999999999,52.8802777
2295,Driedmeat Lake,Lake,-112.749722199999,52.8647222
2296,Drift Pile River 150,Indian Reserve,-115.7766667,55.3599999999999
2297,Driftpile,Locality,-115.7822222,55.3391667
2298,Driftpile Inlet,Inlet,-115.6777778,55.3347222
2299,Driftpile River,River,-115.651111099999,55.3744445
2300,Driftwood Lake,Lake,-117.4630556,56.6183333
2301,Driftwood River,River,-114.238333299999,55.2541666999999
2302,Drink Lake,Lake,-111.8027778,54.4275
2303,Drinnan Creek,Creek,-117.511111099999,53.1894443999999
2304,Drolet Creek,Creek,-113.648611099999,58.7066667
2305,Dromore Creek,Creek,-117.7969444,53.0244445
2306,Dropoff Creek,Creek,-112.429444399999,55.9391666
2307,Drowned Horse Creek,Creek,-113.737499999999,55.8736110999999
2308,Drowning Ford,Ford,-110.582499999999,50.4494443999999
2309,Drum Creek,Creek,-114.3580556,49.5588888999999
2310,Drumheller,Town,-112.718888899999,51.4644443999999
2311,Drummond Creek,Creek,-117.366669999999,52.983333
2312,Drummond Glacier,Glacier,-116.078055599999,51.6044445
2313,Drummond Lake,Lake,-115.986944399999,51.5880555999999
2314,Dry Canyon,Canyon,-119.584999999999,53.8258334
2315,Dry Coul̩e,Coul̩e,-114.045833299999,49.9972222
2316,Dry Creek,Creek,-114.4755556,50.1811111
2317,Dry Creek,Creek,-115.3602778,52.2455555
2318,Dry Island Buffalo Jump Provincial Park,Provincial Park,-112.963611099999,51.9438888999999
2319,Dryden Creek,Creek,-118.1002778,57.4655555
2320,Drygrass Lake,Lake,-112.758611099999,53.5880555
2321,Drysdale Lake,Lake,-111.254166699999,54.0436111
2322,Drystone Creek,Creek,-117.857777799999,53.2366667
2323,Drywood,Locality,-113.78333,49.2999999999999
2324,Drywood Creek,Creek,-113.708611099999,49.2961110999999
2325,Drywood Mountain,Mountain,-114.066889,49.260111
2326,Duagh,Locality,-113.381666699999,53.7252778
2327,Dubois Hill,Hill,-110.9369444,50.3947222999999
2328,Duchess,Village,-111.9063888,50.7311109999999
2329,Duck Creek,Creek,-113.9427778,54.6158334
2330,Duck Lake,Lake,-113.946666699999,54.6427777999999
2331,Duck Lake,Lake,-113.063055599999,57.1958333999999
2332,Duffield,Railway Point,-114.3441667,53.5280555
2333,Duggan,Urban Community,-113.5,53.483333
2334,Duggans Lake,Lake,-113.4483333,54.2177778
2335,Duhamel,Locality,-112.9633333,52.9155555999999
2336,Duhamel Lake,Lake,-114.796388899999,53.6602778
2337,Dumbell Lake,Lake,-110.2272222,59.9730555
2338,Dummy Creek,Creek,-114.542222199999,58.5244445
2339,Dummy Creek,Creek,-117.0080556,53.1702778
2340,Dunbar,Railway Point,-113.285833299999,53.5788889
2341,Dunbar Coulee,Coulee,-111.474444399999,50.7775
2342,Duncan Creek,Creek,-112.684722199999,55.3175
2343,Duncan's 151A,Indian Reserve,-117.8522222,56.0986110999999
2344,Dungarvan Creek,Creek,-113.771111099999,49.2305555
2345,Dungeon Peak,Peak,-118.295833299999,52.6863888999999
2346,Dunkirk River,River,-112.545277799999,56.7644445
2347,Dunluce,Urban Community,-113.530559999999,53.6236109999999
2348,Dunmore,Hamlet,-110.584166699999,49.9702777999999
2349,Dunn,Locality,-110.3708333,52.725
2350,Dunn Lake,Lake,-117.6855556,53.6547223
2351,Dunphy,Locality,-112.8594444,51.4802778
2352,Dunshalt,Locality,-113.2977778,51.1533334
2353,Dunstable,Locality,-114.2,53.9483334
2354,Dunvegan,Locality,-118.6025,55.9211110999999
2355,Dunvegan Creek,Creek,-118.623333299999,55.9211110999999
2356,Dunvegan Provincial Park,Provincial Park,-118.59444,55.923611
2357,Dunvegan Yards,Railway Point,-113.5611111,53.5897221999999
2358,Durham Creek,Creek,-114.0233333,52.3883334
2359,Durlingville,Locality,-110.654722199999,54.2805556
2360,Durward,Railway Point,-113.7130556,50.2955554999999
2361,Dussault Lake,Lake,-114.8225,53.6313888999999
2362,Dusty Lake,Lake,-112.488333299999,53.1305556
2363,Dutch Creek,Creek,-115.938055599999,52.3924999999999
2364,Dutch Creek,Creek,-114.383611099999,49.8975
2365,Dutch Flats,Flats,-113.1252778,52.7272223
2366,Duthil,Locality,-115.4277778,51.1386110999999
2367,Duvernay,Hamlet,-111.692499999999,53.7861110999999
2368,Dyke Lake,Lake,-110.2819444,53.7716666999999
2369,Dymott Lake,Lake,-110.5105556,52.8105556
2370,Dyson Creek,Creek,-114.6163889,50.6461110999999
2371,Eagle Butte,Locality,-110.433888899999,49.6049999999999
2372,Eagle Coul̩e,Coul̩e,-114.2197222,49.8436110999999
2373,Eagle Creek,Creek,-114.1444443,52.0113887999999
2374,Eagle Creek,Creek,-115.6419444,51.7175
2375,Eagle Creek,Creek,-115.4811111,51.71
2376,Eagle Creek,Creek,-114.389722199999,51.9836110999999
2377,Eagle Hill,Hill,-113.286944399999,50.9691667
2378,Eagle Hill,Hamlet,-114.379999999999,51.8269444
2379,Eagle Lake,Lake,-110.360555599999,59.8327777
2380,Eagle Lake,Lake,-113.3241667,50.8299999999999
2381,Eagle Lake,Lake,-115.461111099999,51.7269445
2382,Eagle Mountain,Mountain,-115.4494444,51.7472222
2383,Eagle Mountain,Mountain,-115.744722199999,51.0974999999999
2384,Eagle Point Provincial Park,Provincial Park,-114.865833199999,53.2577776999999
2385,Eagle Ridge,Urban Community,-114.099999999999,50.986111
2386,Eaglenest Lake,Lake,-112.152222199999,57.7758333
2387,Eagles Nest Creek,Creek,-118.515555599999,53.5127777
2388,Eagles Nest Pass,Pass,-118.569999999999,53.4780555
2389,Eaglesham,Locality,-117.8833333,55.7824999999999
2390,Earlie Lake,Lake,-110.4261111,53.1822221999999
2391,Early Gardens,Locality,-117.5930556,56.0902778
2392,East Arrowwood Creek,Creek,-113.1252778,50.7658333999999
2393,East Berry Creek,Creek,-111.562222199999,50.9061110999999
2394,East Berry Reservoir,Reservoir,-111.4122222,51.2719444
2395,East Coulee,Hamlet,-112.483329999999,51.333333
2396,East Crowsnest Creek,Creek,-114.700277799999,49.5974999999999
2397,East Edmonton,Railway Point,-113.366669999999,53.5499999999999
2398,East Elk Pass,Pass,-115.0466667,50.5766666
2399,East Glacier,Glacier,-116.9069444,51.8569444
2400,East Jackpine Creek,Creek,-111.3936111,57.1938888999999
2401,East Lake,Lake,-110.9986111,53.2730555999999
2402,East Lobstick Creek,Creek,-114.752499999999,52.4949999999999
2403,East Lyell Glacier,Glacier,-117.0441667,51.9488889
2404,East McAlpine Creek,Creek,-110.190833299999,49.8005555
2405,East Prairie Metis Settlement,Metis Settlement,-116.147499999999,55.1769443999999
2406,East Prairie River,River,-116.385277799999,55.5572221999999
2407,East Rice Glacier,Glacier,-117.2144444,52.0072222
2408,East Springbank,Urban Community,-114.20833,51.0416669999999
2409,Eastburg,Locality,-114.0775,54.0938889
2410,Eastgate,Locality,-113.199722199999,53.9202778
2411,Eastwood,Urban Community,-113.45,53.566667
2412,Easy Coulee,Coulee,-110.866669999999,50.6499999999999
2413,Easy Creek,Creek,-115.8183333,52.2966667
2414,Easy Lake,Lake,-110.7941667,50.5188889
2415,Easyford,Locality,-115.147499999999,53.2861110999999
2416,Eating Creek,Creek,-114.6841667,55.2722222
2417,Eaton Creek,Creek,-119.203888899999,53.8227777
2418,Eau Claire,Urban Community,-114.06667,51.0499999999999
2419,Ebon Peak,Peak,-116.6472222,51.7769443999999
2420,Eccles Pond,Pond,-117.2191667,53.5555554999999
2421,Echo Creek,Creek,-115.586944399999,51.1769443999999
2422,Eckville,Town,-114.366944399999,52.3599999999999
2423,Economy Creek,Creek,-118.213611099999,55.1338889
2424,Economy Lake,Lake,-118.259722199999,54.9125
2425,Edberg,Village,-112.789166699999,52.7847221999999
2426,Eddy Lake,Lake,-112.893055599999,53.6247223
2427,Eden Lake,Lake,-114.155,53.5811111
2428,Eden Peak,Peak,-117.732777799999,52.1880555999999
2429,Eden Valley 216,Indian Reserve,-114.237916999999,50.4695279999999
2430,Edgemont,Urban Community,-114.15,51.116667
2431,Edgerton,Village,-110.458055599999,52.7586111
2432,Edith Creek,Creek,-115.3855556,54.8263888999999
2433,Edith Lake,Lake,-118.040277799999,52.9122222
2434,Edith Lake,Lake,-115.383611099999,54.8013888999999
2435,Edmiston Industrial,Urban Community,-113.63333,53.566667
2436,Edmonton,City,-113.4902778,53.5344444999999
2437,Edna Lake,Lake,-110.327222199999,56.4316666
2438,Edna Lake,Lake,-118.036944399999,53.0747221999999
2439,Ednam Lake,Lake,-118.5205554,56.3955553999999
2440,Edra Creek,Creek,-113.742777799999,58.2305556
2441,Edson,Town,-116.432777799999,53.5836110999999
2442,Edson River,River,-116.283333299999,53.6666667
2443,Edwand,Locality,-112.276111099999,54.1424999999999
2444,Edwand Creek,Creek,-112.315833299999,54.1222222
2445,Edward Lake,Lake,-110.5611111,54.4483333
2446,Edward Peak,Peak,-117.094999999999,51.9594444999999
2447,Edward's Lake,Lake,-111.241111099999,57.99
2448,Edwards Lake,Lake,-110.603611099999,58.2530555
2449,Edwards Lake,Lake,-111.2536111,55.5002777999999
2450,Edwin Creek,Creek,-110.3827778,56.7127776999999
2451,Edworthy Falls,Falls,-114.996388899999,50.6661111
2452,Egg Creek,Creek,-112.4016667,53.9980556
2453,Egg Island,Island,-110.429444399999,58.9808333
2454,Egg Lake,Lake,-111.416666699999,58.8833332999999
2455,Egg Lake,Lake,-111.405,56.0691666999999
2456,Egremont,Hamlet,-113.1261111,54.0383332999999
2457,Egypt Lake,Lake,-115.9030556,51.1002778
2458,Ehagay Nakoda,Mountain,-115.3919444,51.0530554999999
2459,Eiffel Lake,Lake,-116.243611099999,51.3213889
2460,Eiffel Peak,Peak,-116.2352778,51.3322221999999
2461,Eight Lake,Lake,-111.348333299999,57.5397222
2462,Eight Mile Lake,Lake,-112.689999999999,49.78
2463,Eisenhower Peak,Peak,-115.922499999999,51.2997221999999
2464,Ekota,Urban Community,-113.44167,53.45
2465,Eladesor,Locality,-112.5905556,51.4008334
2466,Elbe Peak,Peak,-116.351944399999,52.0277778
2467,Elbow Falls,Falls,-114.7677778,50.8675
2468,Elbow Lake,Lake,-115.0072222,50.6397222
2469,Elbow Park,Urban Community,-114.08333,51.0166669999999
2470,Elbow Pass,Pass,-115.011111099999,50.6333332999999
2471,Elbow River,River,-114.0413889,51.0452778
2472,Elboya,Urban Community,-114.06667,51.0166669999999
2473,Elbridge,Locality,-113.226666699999,54.2105555999999
2474,Elder Creek,Creek,-114.9277778,51.8002778
2475,Eldon,Locality,-116.0266667,51.3175
2476,Eldorena,Former Post Office,-112.866669999999,53.966667
2477,Eleanor Creek,Creek,-111.364444399999,58.0874999999999
2478,Election Lake,Lake,-111.8652778,54.5736111
2479,Elephas Mountain,Mountain,-118.326388899999,52.5961111
2480,Elford's Field,Meadow,-119.216388899999,54.9055556
2481,Elford's Hill,Hill,-119.2344444,54.9005555
2482,Elinor Lake,Lake,-111.6569444,54.6627778
2483,Elizabeth Lake,Lake,-113.5233333,57.1986111
2484,Elizabeth Metis Settlement,Metis Settlement,-110.0833333,54.1166667
2485,Elk Butte,Butte,-111.001944399999,52.7191667
2486,Elk Butte Lake,Lake,-110.953055599999,52.7175
2487,Elk Creek,Creek,-116.583055599999,52.9402777999999
2488,Elk Creek,Creek,-115.644444399999,52.0494445
2489,Elk Island,Locality,-112.9783333,53.7813889
2490,Elk Island,Island,-112.8538889,53.6680555
2491,Elk Island National Park of Canada,National Park,-112.866111099999,53.6144443999999
2492,Elk Lake,Lake,-115.656388899999,51.2883332999999
2493,Elk Lake,Lake,-112.5733333,58.0755556
2494,Elk Pass,Pass,-115.0741667,50.5861110999999
2495,Elk Point,Town,-110.9005556,53.9011111
2496,Elk Range,Range,-114.953888899999,50.5191667
2497,Elk River,River,-115.7197222,52.9527778
2498,Elkton,Locality,-114.5280556,51.6499999999999
2499,Elkton Creek,Creek,-114.5238889,51.6613888999999
2500,Elkwater,Hamlet,-110.2816667,49.6608333
2501,Elkwater Lake,Lake,-110.295,49.6677778
2502,Elkwoods Fen,Fen,-115.1194444,50.6649999999999
2503,Ellenwood Lake,Lake,-118.297499999999,55.0077778
2504,Ellerslie,Former Locality,-113.491944399999,53.4283332999999
2505,Elliott Peak,Peak,-116.474999999999,52.1280556
2506,Elliott River,River,-114.0397222,57.5805555999999
2507,Ells Lake,Lake,-110.539444399999,59.6724999999999
2508,Ells River,River,-111.6736111,57.3058333
2509,Ellscott,Locality,-112.901111099999,54.5030556
2510,Elmer's Creek,Creek,-110.803611099999,56.6813889
2511,Elmwood,Urban Community,-113.599999999999,53.5166669999999
2512,Elmwood Park,Urban Community,-113.45833,53.575
2513,Elmworth,Locality,-119.6158333,55.0538888999999
2514,Elnora,Village,-113.200833299999,51.9905556
2515,Elpoca Creek,Creek,-115.090277799999,50.6649999999999
2516,Elpoca Falls,Falls,-115.074722199999,50.6630556
2517,Elpoca Mountain,Mountain,-115.0269444,50.6647222
2518,Elsa Lake,Lake,-118.613333299999,59.4619444
2519,Elspeth,Locality,-114.220555599999,52.3077777
2520,Eltham,Locality,-113.5527778,50.5822221999999
2521,Elusive Pass,Pass,-117.484722199999,52.5183333
2522,Elysium Mountain,Mountain,-118.3594444,52.9527778
2523,Elysium Pass,Pass,-118.3394444,52.9547221999999
2524,Embarras,Locality,-116.8977778,53.305
2525,Embarras,Former Locality,-111.3886111,58.2044444
2526,Embarras Portage,Locality,-111.479722199999,58.4477777999999
2527,Embarras River,River,-111.0397222,58.6875
2528,Embarras River,River,-116.618611099999,53.46
2529,Emerald Bay,Bay,-113.908055599999,49.0561111
2530,Emerald Lake,Lake,-112.756111099999,53.6349999999999
2531,Emerald Lake,Lake,-114.6419444,49.6266667
2532,Emerson Creek,Creek,-114.3230556,50.4002777999999
2533,Emerson Lake,Lake,-113.851944399999,50.5788889
2534,Emerson Lakes,Lakes,-117.1158333,53.7291665999999
2535,Emigrants Mountain,Mountain,-118.3136111,52.9427778
2536,Emir Creek,Creek,-117.9852778,53.1011110999999
2537,Emir Mountain,Mountain,-117.9297222,53.0202778
2538,Empire Park,Urban Community,-113.50139,53.4847219999999
2539,Empress,Village,-110.0058333,50.9555555999999
2540,Empress Creek,Creek,-110.0094444,50.9686110999999
2541,Emslie Lake,Lake,-114.1963889,54.5538888999999
2542,Enchant,Hamlet,-112.422499999999,50.17
2543,End Lake,Lake,-110.2475,53.7108332999999
2544,End Mountain,Mountain,-115.1297222,51.1980556
2545,Endiang,Hamlet,-112.158333299999,51.9538889
2546,Endless Chain Ridge,Ridge,-117.554444399999,52.5366665999999
2547,English Bay,Bay,-110.229166699999,54.5513888999999
2548,English Creek,Creek,-114.3683333,51.7611111
2549,English Island,Island,-111.170833299999,58.7025
2550,Engstrom Lake,Lake,-110.9066667,56.1966667
2551,Enilda,Hamlet,-116.311388899999,55.4169445
2552,Enoch Cree Nation 135,Indian Reserve,-113.7516667,53.4830556
2553,Ensign,Locality,-113.431666699999,50.475
2554,Ensleigh,Locality,-111.13333,51.85
2555,Entice,Locality,-113.2780556,51.4825
2556,Entrance,Hamlet,-117.689999999999,53.3736110999999
2557,Entry Creek,Creek,-116.5822222,52.1525
2558,Entwistle,Village,-114.9958333,53.5944445
2559,Eon Mountain,Mountain,-115.6241667,50.8347222
2560,Epaulette Creek,Creek,-116.691666699999,51.8836111
2561,Epaulette Lake,Lake,-116.7,51.866667
2562,Epaulette Mountain,Mountain,-116.734999999999,51.8658334
2563,Epler Lake,Lake,-110.1266667,58.4272222
2564,Equisetum Lake,Lake,-114.698611099999,56.7172222
2565,Equity,Locality,-113.2455556,51.7824999999999
2566,Eremite Creek,Creek,-118.2372222,52.6627776999999
2567,Eremite Glacier,Glacier,-118.2466667,52.6347223
2568,Eremite Mountain,Mountain,-118.245277799999,52.6325
2569,Eric Creek,Creek,-112.414444399999,55.3241666999999
2570,Eric Lake,Lake,-118.916666699999,53.6333332999999
2571,Eric Lake,Lake,-110.364166699999,52.7580555999999
2572,Erickson Coulee,Coulee,-110.8886111,49.3730556
2573,Erickson Creek,Creek,-117.0088889,53.0736111
2574,Erickson Lake,Lake,-114.774166699999,54.5011111
2575,Erickson's Lake,Lake,-112.643333299999,52.7038889
2576,Erin Lodge,Locality,-118.235555599999,55.9563889
2577,Erin Ridge,Urban Community,-113.616669999999,53.6611109999999
2578,Erin Woods,Urban Community,-114.966669999999,51.020833
2579,Erith,Locality,-116.687222199999,53.4025
2580,Erith River,River,-116.6663889,53.3905555999999
2581,Erlton,Urban Community,-114.06667,51.0333329999999
2582,Ermineskin,Urban Community,-113.5,53.466667
2583,Ermineskin 138,Indian Reserve,-113.497777799999,52.8741667
2584,Ernest Lake,Lake,-110.7997222,53.0822221999999
2585,Ernest Peak,Peak,-117.1038889,51.9572221999999
2586,Ernestina Lake,Lake,-110.4483333,54.2436111
2587,Ernst Creek,Creek,-114.3002778,49.8572222
2588,Errington Hill,Hill,-117.8844444,53.2963888999999
2589,Error Lake,Lake,-116.513888899999,52.9086111
2590,Erskine,Hamlet,-112.8797222,52.3211111
2591,Erskine Lake,Lake,-112.8891667,52.3061111
2592,Ervick,Locality,-112.950833299999,53.0208333
2593,Escarpment River,River,-116.354166699999,51.9286110999999
2594,Esk Lake,Lake,-117.9494444,59.9655556
2595,Esmond Creek,Creek,-118.0161111,59.8958333
2596,Esplanade Mountain,Mountain,-118.1533333,53.0763888999999
2597,Ess Bend,Bend,-111.137222199999,58.4563889
2598,Esther,Locality,-110.260277799999,51.6824999999999
2599,Estridge Lake,Lake,-110.417777799999,52.8463889
2600,Eta Lake,Lake,-115.6419444,53.3891666
2601,Ethel Creek,Creek,-115.0275,54.8322221999999
2602,Ethel Lake,Lake,-115.0583333,54.7791666
2603,Ethel Lake,Lake,-114.871111099999,53.7816667
2604,Ethel Lake,Lake,-110.351111099999,54.5319444
2605,Ethel Lake,Locality,-110.362499999999,54.4955556
2606,Etherington Creek,Creek,-114.6488889,50.3794444999999
2607,Etzikom,Hamlet,-111.107222199999,49.4769444
2608,Etzikom Coulee,Coulee,-112.1441667,49.4797221999999
2609,Eula Creek,Creek,-115.362499999999,55.3633333
2610,Eunice Creek,Creek,-117.239444399999,53.1619444999999
2611,Eureka River,River,-119.506666699999,56.3811110999999
2612,Eureka River,Locality,-118.747222199999,56.4513888999999
2613,Eva Lake,Lake,-115.1855556,58.9138889
2614,Evan's Creek,Creek,-118.2763889,53.6288889
2615,Evan-Thomas Creek,Creek,-115.152777799999,50.8961110999999
2616,Evans Trail,Trail,-118.182167,53.598111
