FID,RoadName
7786,Midridge road
7787,Midvalley road
7788,Mill road
7789,Mill Woods road
7790,Mill Woods East road
7791,Mill Woods South road
7792,Millar road
7793,Millbank road
7794,Millbourne East road
7795,Millbourne West road
7796,Millcrest road
7797,Miller road
7798,Millers road
7799,Millican road
7800,Millpark road
7801,Millside road
7802,Millview road
7803,Millward road
7804,Miners road
7805,Mink road
7806,Mink Creek road
7807,Minnewaukan road
7808,Mission road
7809,Mist road
7810,Mistassinity road
7811,Mistaya road
7812,Moberg road
7813,Moberly road
7814,Modesto road
7815,Mohawk road
7816,Moncton road
7817,Montane road
7818,Montgomery road
7819,Moodie road
7820,Moorcroft road
7821,Moore road
7822,Moraine road
7823,Moraine Lake road
7824,Moreland road
7825,Morgan road
7826,Morgans road
7827,Morris road
7828,Morrison road
7829,Motherwell road
7830,Mount Kidd road
7831,Mount Laurie road
7832,Mount Lawn road
7833,Mount Norquay road
7834,Mount View road
7835,Mountain road
7836,Mountain Meadows road
7837,Mountain View road
7838,Mountainview road
7839,Mt. Blakiston road
7840,Mt. Brazeau road
7841,Mt. Rundle road
7842,Mt. Sundance road
7843,Muddy Bull road
7844,Mullen road
7845,Municipal road
7846,Munro road
7847,Murphy road
7848,Murray road
7849,Murray Hill road
7850,Mustang road
7851,Nagway road
7852,Nahmaype road
7853,Nanton road
7854,Nebraska road
7855,Nelson road
7856,Nemiskam road
7857,Nesbitt road
7858,Nevada road
7859,Newcastle road
7860,Nicholson road
7861,Nickle road
7862,Nicola road
7863,Nine Mile road
7864,Ninga road
7865,Nipewan road
7866,Nipigon road
7867,Niven road
7868,Noble road
7869,Nokohoo road
7870,Nolan road
7871,Nootka road
7872,Norfolk road
7873,Normandy road
7874,Norris road
7875,Norseman road
7876,North road
7877,North Boundary road
7878,North Field road
7879,North Kapasiwin road
7880,North Ridge road
7881,Northcote road
7882,Northridge road
7883,Northview road
7884,Notre Dame road
7885,Nottingham road
7886,Nursery road
7887,Oak Wood road
7888,Oakfern road
7889,Oakland road
7890,Oakmount road
7891,Oakridge road
7892,Oakside road
7893,Oeming road
7894,Ogden road
7895,Ogden Dale road
7896,Oilmen road
7897,Ojibwa road
7898,Okalta road
7899,Old Banff Coach road
7900,Old Boomer road
7901,Old Canmore road
7902,Old Cemetery road
7903,Oldham road
7904,Olson road
7905,Ominayak road
7906,Ordinance road
7907,Ordze road
7908,Orillia Park road
7909,Oriole road
7910,Ormsby East road
7911,Ormsby West road
7912,Ottewell road
7913,Oxford road
7914,Ozerna road
7915,Pacific road
7916,Pagen road
7917,Paliscliffe road
7918,Palisdale road
7919,Palishall road
7920,Palisprior road
7921,Palistone road
7922,Paliswood road
7923,Palm road
7924,Palmer road
7925,Palomino road
7926,Panamount road
7927,Panatella road
7928,Panora road
7929,Panorama road
7930,Panorama Hills road
7931,Pantego road
7932,Paradise road
7933,Park road
7934,Park Glen ES road
7935,Parker road
7936,Parkglen road
7937,Parkland road
7938,Parkridge road
7939,Parkvalley road
7940,Parkwood road
7941,Parsons road
7942,Partridge road
7943,Passchendaele road
7944,Patricia road
7945,Pat's Creek road
7946,Patterson road
7947,Patton road
7948,Pedersen road
7949,Pegasus road
7950,Pekisko road
7951,Pelican road
7952,Pembina road
7953,Pembina Park road
7954,Penbrooke road
7955,Penmeadows road
7956,Pennsburg road
7957,Pennsylvania road
7958,Pensdale road
7959,Pensville road
7960,Penswood road
7961,Penworth road
7962,Perimeter road
7963,Pheasant road
7964,Phillips road
7965,Pier road
7966,Pine road
7967,Pine Creek road
7968,Pine Ridge road
7969,Pinecliff road
7970,Pinehill road
7971,Pineland road
7972,Pinelands road
7973,Pinemeadow road
7974,Pinemill road
7975,Pinemont road
7976,Pinepoint road
7977,Pineridge road
7978,Pinetree road
7979,Pineview road
7980,Pinewind road
7981,Pinnacle road
7982,Pioneer road
7983,Pipeline road
7984,Pipestone road
7985,Plainsview road
7986,Pleasant Park road
7987,Poboktan road
7988,Point McKay road
7989,Pointe aux Pins road
7990,Pol Point road
7991,Pond Jump road
7992,Ponderosa road
7993,Pont Main road
7994,Poplar road
7995,Poplar Shope road
7996,Porcupine Hills road
7997,Porters Hill road
7998,Post road
7999,Poundmaker road
8000,Powderhorn road
8001,Power House road
8002,Prairie road
8003,Prairie Meadow road
8004,Premier road
8005,Prestwick road
8006,Primerose road
8007,Princeton road
8008,Pump Hill road
8009,Pumphouse road
8010,Pylypow road
8011,Pyramid Lake road
8012,Queen Alexandra road
8013,Queen Anne road
8014,Queen Charlotte road
8015,Queen Elizabeth Park road
8016,Queen Tamara road
8017,Queen's road
8018,Queensland road
8019,Quesnell road
8020,Rabbit Hill road
8021,Radcliffe road
8022,Radford road
8023,Railway road
8024,Rainbow road
8025,Rainbow Valley road
8026,Ramsay road
8027,Ranch road
8028,Ranch Estates road
8029,Ranchero road
8030,Ranchlands road
8031,Ranchridge road
8032,Ranchview road
8033,Range Road 20 - Lake Eden road
8034,Range Road 21 - Crystal road
8035,Range Road 21 - Sundown road
8036,Range Road 30 - Meso road
8037,Range Road 43 - Old Mine road
8038,Rangr 83A road
8039,Rattlesnake road
8040,Raven road
8041,Raven Ridge road
8042,Ravine road
8043,Raymond Hill road
8044,Recreation road
8045,Red Deer road
8046,Redwood road
8047,Refinery road
8048,Regal Park road
8049,Rehwinkel road
8050,Reiss road
8051,Remington road
8052,Research road
8053,Reserve road
8054,Reservoir road
8055,Residence Village road
8056,Resources road
8057,Retreat road
8058,Reunion road
8059,Reyda road
8060,Reynolds road
8061,Rhatigan East road
8062,Rhatigan West road
8063,Rice road
8064,Richard road
8065,Richardson road
8066,Richfield road
8067,Richland road
8068,Richmond road
8069,Rideau road
8070,Ridge road
8071,Ridgebrook road
8072,Rim road
8073,Rio Park road
8074,Ritchie road
8075,River road
8076,River Boat Park road
8077,River Ridge road
8078,River Rock road
8079,River Valley road
8080,River View road
8081,Riverbend road
8082,Riverbirch road
8083,Riverbrook road
8084,Riverglen road
8085,Rivergreen road
8086,Riverpark road
8087,Riverridge road
8088,Riverside road
8089,Riverstone road
8090,Riverview road
8091,Rng 271 road
8092,Road road
8093,Roadway road
8094,Robb road
8095,Robert road
8096,Robin road
8097,Robinson road
8098,Rocky road
8099,Rocky Butte road
8100,Rocky Ridge road
8101,Rollyview road
8102,Romaniuk road
8103,Roper road
8104,Rosborough road
8105,Rose Valley road
8106,Rosetree road
8107,Rosetta road
8108,Rosewood road
8109,Ross road
8110,Ross Glen road
8111,Rossdale road
8112,Rossland road
8113,Rossmere road
8114,Rossmount road
8115,Round road
8116,Routledge road
8117,Rover road
8118,Rowland road
8119,Roxboro road
8120,Roxboro Glen road
8121,Roy Lake road
8122,Royal road
8123,Royal Birch road
8124,Royal Elm road
8125,Royal Highland road
8126,Rue road
8127,Rumohr road
8128,Rundle road
8129,Rundlecairn road
8130,Rundlefield road
8131,Rundlehill road
8132,Rundlelawn road
8133,Rundlemere road
8134,Rundleridge road
8135,Rundleson road
8136,Rundleview road
8137,Rundlewood road
8138,Runge road
8139,Running Creek road
8140,Rupert road
8141,Russell road
8142,Russet road
8143,Rustic road
8144,Rutgers road
8145,Rutherford road
8146,Rutland road
8147,Ryan road
8148,Ryerson road
8149,Sabre road
8150,Sabrina road
8151,Saddle road
8152,Saddle Mountain road
8153,Saddleback road
8154,Saddlefield road
8155,Saddlemead road
8156,Saddlemont road
8157,Sage road
8158,Samis road
8159,Sanctuary road
8160,Sandarac road
8161,Sanderling road
8162,Sandpiper road
8163,Sandringham road
8164,Sandstone road
8165,Santana road
8166,Sante Hills road
8167,Sapper road
8168,Sarcee road
8169,Sawan road
8170,Scenic road
8171,Scenic Bow road
8172,School road
8173,Scona road
8174,Scondale road
8175,Scott road
8176,Scotty road
8177,Selkirk road
8178,Seneca road
8179,Sentinel road
8180,Service road
8181,Seven Mile road
8182,Sgt Wilde road
8183,Shannon road
8184,Shaw road
8185,Shawbrooke road
8186,Shawcliffe road
8187,Shawfield road
8188,Shawglen road
8189,Shawinigan road
8190,Shawmeadows road
8191,Shawnee road
8192,Shawville road
8193,Sheol road
8194,Shepard road
8195,Sheppard road
8196,Sheridan road
8197,Sheriff road
8198,Sheriff King road
8199,Sherin road
8200,Shirley road
8201,Short road
8202,Sibley road
8203,Sidor road
8204,Sierra road
8205,Sierra Morena road
8206,Signal road
8207,Sikome road
8208,Silin Forest road
8209,Silkstone road
8210,Silver Beach road
8211,Silver Berry road
8212,Silver Brook road
8213,Silver Crest road
8214,Silver Hill road
8215,Silver Mead road
8216,Silver Ridge road
8217,Silver Sands road
8218,Silver Springs road
8219,Silver Valley road
8220,Silverdale road
8221,Silvergrove road
8222,Silverstone road
8223,Silverthorn road
8224,Silvertip road
8225,Silverview road
8226,Silverwood road
8227,Simcoe road
8228,Simons road
8229,Sinclair road
8230,Sioux road
8231,Six Mile road
8232,Sixmile road
8233,Skyline road
8234,Skyview Ranch road
8235,Skyview Springs road
8236,Slate road
8237,Slater road
8238,Slocan road
8239,Slopes road
8240,Somerglen road
8241,Somerset road
8242,South road
8243,South Boundary road
8244,South Cooking Lake road
8245,South Glen road
8246,South Municipal road
8247,South Ridge road
8248,South Town road
8249,Southdale road
8250,Southport road
8251,Southridge road
8252,Southwood road
8253,Sparrow road
8254,Spiller road
8255,Spray Lakes road
8256,Spring Haven road
8257,Springbank road
8258,Springmere road
8259,Spruce road
8260,Spruce Ridge road
8261,Spyhill road
8262,St Andrew road
8263,St Arthur road
8264,St Basil road
8265,St Catherine road
8266,St Charles road
8267,St David road
8268,St Francis road
8269,St Gabriel School road
8270,St George road
8271,St. Albert road
8272,St. Julien road
8273,St. Martin road
8274,Stadium road
8275,Stafford road
8276,Stanley road
8277,State road
8278,Stewart road
8279,Stimson road
8280,Stinson road
8281,Stirling road
8282,Stonecreek road
8283,Stonegate road
8284,Stonehaven road
8285,Stony Mountain road
8286,Stony Plain road
8287,Stony Point road
8288,Strachan road
8289,Strathcona road
8290,Stratton road
8291,Sturgeon road
8292,Sullivan road
8293,Sumac road
8294,Summercourt road
8295,Summerfield road
8296,Summerwood road
8297,Summerwood Estates road
8298,Sun road
8299,Sun Harbour road
8300,Sunbank road
8301,Suncastle road
8302,Suncrest road
8303,Sundance road
8304,Sundown road
8305,Sunhaven road
8306,Sunhurst road
8307,Sunlake road
8308,Sunmeadows road
8309,Sunmount road
8310,Sunnie Bend road
8311,Sunnydale road
8312,Sunnyside road
8313,Sunrise road
8314,Sunset road
8315,Sunset Blvd road
8316,Sunshine road
8317,Sunshine Bay road
8318,Sunterra road
8319,Sunvale road
8320,Sunvista road
8321,Sunwood road
8322,Survey road
8323,Sydenham road
8324,Sylvan road
8325,Symons Valley road
8326,Tamarack road
8327,Tammy road
8328,Taracove road
8329,Taraglen road
8330,Taralake road
8331,Tarawood road
8332,Target road
8333,Tarington road
8334,Taunton road
8335,Tavender road
8336,Taylor road
8337,Tecumseh road
8338,Tee road
8339,Tehze road
8340,Temple road
8341,Templebow road
8342,Templeby road
8343,Templegreen road
8344,Templehill road
8345,Templemont road
8346,Templeside road
8347,Templeson road
8348,Templeton road
8349,Templevale road
8350,Templewood road
8351,Temporary Access road
8352,Tennis Court road
8353,Terrace road
8354,Terralta road
8355,Terrault road
8356,Terrill road
8357,Terris road
8358,Terry road
8359,The Links road
8360,Thompson road
8361,Thomson road
8362,Thornaby road
8363,Thornbird road
8364,Thornbriar road
8365,Thornburn road
8366,Thorncrest road
8367,Thorndale road
8368,Thornton road
8369,Tipton road
8370,Tokay Place road
8371,Toki road
8372,Tongue road
8373,Toporoutz road
8374,Tory road
8375,Tower road
8376,Township 532 road
8377,Township 582A road
8378,Township 624 road
8379,Township 723 road
8380,Trails End road
8381,Transportation road
8382,Trap road
8383,Trent road
8384,Trigg road
8385,Trillium road
8386,Truman road
8387,Tucker road
8388,Tunnel Mountain road
8389,Tuscany Glen road
8390,Tuscany Hills road
8391,Tuscany Ravine road
8392,Tuscany Springs road
8393,Tuscany Valley road
8394,Tuscany Vista road
8395,Twin Peaks road
8396,Twinriver road
8397,Udell road
8398,Ulrich road
8399,Ulster road
8400,Umbach road
8401,Ungava road
8402,Unwin road
8403,Upland road
8404,Uralta road
8405,Urbana road
8406,Urquhart road
8407,Ursenbach road
8408,Usher road
8409,Valencia road
8410,Valerchere road
8411,Valking road
8412,Valley road
8413,Valley Creek road
8414,Valley Pointe road
8415,Valley Springs road
8416,Valley View road
8417,Valleyview road
8418,Vandoos road
8419,Vandyke road
8420,Vaness road
8421,Vanguard road
8422,Vanstone road
8423,Varal road
8424,Vardana road
8425,Vardell road
8426,Varmoor road
8427,Varscliff road
8428,Varsity road
8429,Varsity Estates road
8430,Vegas road
8431,Veiner road
8432,Ventura road
8433,Veronica road
8434,Victoria Park road
8435,Victory road
8436,View road
8437,Village road
8438,Villeneuve road
8439,Viscount road
8440,Vista road
8441,Wabamun road
8442,Wadhurst road
8443,Wagner road
8444,Wahstao road
8445,Wainwright road
8446,Walden road
8447,Walker road
8448,Wall road
8449,Walrond road
8450,Wanyandi road
8451,Warren road
8452,Warwick road
8453,Wascana road
8454,Waterton road
8455,Watson road
8456,Waygood road
8457,Weddenburn road
8458,Wedgewood road
8459,Well road
8460,Wellsite road
8461,Wentworth road
8462,Wershof road
8463,Weslake road
8464,West road
8465,West Aarsby road
8466,West Boundary road
8467,West Brook road
8468,West Coach road
8469,West Edge road
8470,West Gentry road
8471,West Gissing road
8472,West Glen road
8473,West Manly road
8474,West McDougal road
8475,West McManus road
8476,West Mountain road
8477,West Municipal road
8478,West Pine road
8479,West Port road
8480,West Ranch road
8481,West River road
8482,West Rivers Edge road
8483,West Rock road
8484,West Springs road
8485,West Terrace road
8486,West Town Limits road
8487,West Valley road
8488,Westbluff road
8489,Westbourne road
8490,Westbrooke road
8491,Westchester road
8492,Westerose Acreage road
8493,Westlake road
8494,Westland road
8495,Westmount road
8496,Westpark road
8497,Westridge road
8498,Westview road
8499,Westway road
8500,Westwood road
8501,Wheatbelt road
8502,Wheeler West road
8503,Whisper road
8504,Whispering Hill road
8505,Whiston road
8506,White Fence road
8507,Whitehall road
8508,Whitehaven road
8509,Whitehead road
8510,Whitehorn road
8511,Whitehorse road
8512,Whitemud road
8513,Whiteridge road
8514,Whiteside road
8515,Whitestone road
8516,Whitetail road
8517,Whiteview road
8518,Whitewood road
8519,Whitley road
8520,Whitmire road
8521,Whitworth road
8522,Wilde road
8523,Wildflower road
8524,Wildwood road
8525,Wilkes road
8526,Wilkin road
8527,Willard road
8528,William Short road
8529,Williams road
8530,Willow road
8531,Willow Brook road
8532,Willow Creek road
8533,Willow Lake road
8534,Willow Lea road
8535,Willow Park road
8536,Willow Peak road
8537,Willow Point road
8538,Willow Ridge road
8539,Willowbend road
8540,Willowcrest road
8541,Willowisp road
8542,Willowview road
8543,Wilmer road
8544,Wilson road
8545,Windermere road
8546,Windridge road
8547,Windsor road
8548,Windstone road
8549,Winterburn road
8550,Wintergreen road
8551,Winterland road
8552,Wizard Lake road
8553,Wolf Willow road
8554,Womacks road
8555,Wood Heights road
8556,Wood Valley road
8557,Woodacres road
8558,Woodbend road
8559,Woodbine road
8560,Woodborough road
8561,Woodbrook road
8562,Woodfern road
8563,Woodfield road
8564,Woodgate road
8565,Woodglen road
8566,Woodhaven road
8567,Woodhill road
8568,Woodlake road
8569,Woodland road
8570,Woodlands road
8571,Woodlawn road
8572,Woodmont road
8573,Woodpark road
8574,Woodpath road
8575,Woodridge road
8576,Woodside road
8577,Woodstock road
8578,Woodsworth road
8579,Woodvale road
8580,Woodvale East road
8581,Woodvale West road
8582,Woodview road
8583,Wrangler road
8584,Wunderly road
8585,Wye road
8586,Wye Haven road
8587,Yellowbrick road
8588,Yellowhead road
8589,Yellowknee road
8590,Yoho Tinda road
8591,Young road
8592,Zaychuk road
8593,Zion road
8594,Zoo road
8595,1 street
8596,2 street
8597,3 street
8598,4 street
8599,5 street
8600,6 street
8601,7 street
8602,8 street
8603,9 street
8604,10 street
8605,11 street
8606,12 street
8607,13 street
8608,14 street
8609,15 street
8610,16 street
8611,17 street
8612,18 street
8613,19 street
8614,20 street
8615,21 street
8616,22 street
8617,23 street
8618,24 street
8619,25 street
8620,26 street
8621,27 street
8622,28 street
8623,29 street
8624,30 street
8625,31 street
8626,32 street
8627,33 street
8628,34 street
8629,35 street
8630,36 street
8631,37 street
8632,38 street
8633,39 street
8634,40 street
8635,41 street
8636,42 street
8637,43 street
8638,44 street
8639,45 street
8640,46 street
8641,47 street
8642,48 street
8643,49 street
8644,50 street
8645,51 street
8646,52 street
8647,53 street
8648,54 street
8649,55 street
8650,56 street
8651,57 street
8652,58 street
8653,59 street
8654,60 street
8655,61 street
8656,62 street
8657,63 street
8658,64 street
8659,65 street
8660,66 street
8661,67 street
8662,68 street
8663,69 street
8664,70 street
8665,71 street
8666,72 street
8667,73 street
8668,74 street
8669,75 street
8670,76 street
8671,77 street
8672,78 street
8673,79 street
8674,80 street
8675,81 street
8676,82 street
8677,83 street
8678,84 street
8679,85 street
8680,86 street
8681,87 street
8682,88 street
8683,89 street
8684,90 street
8685,91 street
8686,92 street
8687,93 street
8688,94 street
8689,95 street
8690,96 street
8691,97 street
8692,98 street
8693,99 street
8694,100 street
8695,101 street
8696,102 street
8697,103 street
8698,104 street
8699,105 street
8700,106 street
8701,107 street
8702,108 street
8703,109 street
8704,110 street
8705,111 street
8706,112 street
8707,113 street
8708,114 street
8709,115 street
8710,116 street
8711,117 street
8712,118 street
8713,119 street
8714,120 street
8715,121 street
8716,122 street
8717,123 street
8718,124 street
8719,125 street
8720,126 street
8721,127 street
8722,128 street
8723,129 street
8724,130 street
8725,131 street
8726,132 street
8727,133 street
8728,134 street
8729,135 street
8730,136 street
8731,137 street
8732,138 street
8733,139 street
8734,140 street
8735,141 street
8736,142 street
8737,143 street
8738,144 street
8739,145 street
8740,146 street
8741,147 street
8742,148 street
8743,149 street
8744,150 street
8745,151 street
8746,152 street
8747,153 street
8748,154 street
8749,155 street
8750,156 street
8751,157 street
8752,158 street
8753,159 street
8754,160 street
8755,161 street
8756,162 street
8757,163 street
8758,164 street
8759,165 street
8760,166 street
8761,167 street
8762,168 street
8763,169 street
8764,170 street
8765,171 street
8766,172 street
8767,173 street
8768,174 street
8769,175 street
8770,176 street
8771,177 street
8772,178 street
8773,179 street
8774,180 street
8775,181 street
8776,182 street
8777,183 street
8778,184 street
8779,185 street
8780,186 street
8781,187 street
8782,188 street
8783,189 street
8784,190 street
8785,191 street
8786,199 street
8787,200 street
8788,201 street
8789,202 street
8790,203 street
8791,204 street
8792,205 street
8793,206 street
8794,207 street
8795,208 street
8796,209 street
8797,210 street
8798,211 street
8799,212 street
8800,213 street
8801,214 street
8802,215 street
8803,216 street
8804,217 street
8805,218 street
8806,219 street
8807,220 street
8808,221 street
8809,222 street
8810,223 street
8811,224 street
8812,225 street
8813,226 street
8814,227 street
8815,228 street
8816,229 street
8817,230 street
8818,231 street
8819,232 street
8820,233 street
8821,100 Central street
8822,100A street
8823,101a street
8824,101b street
8825,102a street
8826,102b street
8827,103a street
8828,103b street
8829,104a street
8830,104b street
8831,105a street
8832,105b street
8833,106a street
8834,107a street
8835,108a street
8836,108b street
8837,109 A street
8838,109a street
8839,109b street
8840,10a street
8841,10th street
8842,110a street
8843,110b street
8844,111a street
8845,111b street
8846,111c street
8847,112a street
8848,112b street
8849,112c street
8850,113a street
8851,113b street
8852,114a street
8853,114b street
8854,115a street
8855,115B street
8856,116a street
8857,117a street
8858,117b street
8859,118a street
8860,119a street
8861,119b street
8862,11a street
8863,11th street
8864,120a street
8865,121a street
8866,122a street
8867,123a street
8868,124a street
8869,128a street
8870,129a street
8871,12a street
8872,12b street
8873,12c street
8874,12th street
8875,130a street
8876,131a street
8877,132a street
8878,133a street
8879,135a street
8880,135b street
8881,136a street
8882,137a street
8883,138a street
8884,138b street
8885,13a street
8886,13th street
8887,142a street
8888,143a street
8889,144a street
8890,145a street
8891,146a street
8892,147a street
8893,149a street
8894,14a street
8895,153a street
8896,154a street
8897,156a street
8898,157a street
8899,159a street
8900,15a street
8901,160a street
8902,164a street
8903,166a street
8904,169a street
8905,169b street
8906,16a street
8907,16b street
8908,170 Southbound street
8909,172a street
8910,173a street
8911,173b street
8912,176a street
8913,176b street
8914,177a street
8915,179a street
8916,17a street
8917,17b street
8918,180a street
8919,181a street
8920,182a street
8921,183a street
8922,183b street
8923,184a street
8924,186a street
8925,187a street
8926,187B street
8927,188a street
8928,188b street
8929,189a street
8930,18a street
8931,190a street
8932,190b street
8933,19a street
8934,1a street
8935,1b street
8936,1st street
8937,201a street
8938,206a street
8939,209a street
8940,20a street
8941,211a street
8942,212a street
8943,21a street
8944,22a street
8945,233A street
8946,23a street
8947,23b street
8948,24a street
8949,25a street
8950,26a street
8951,27a street
8952,28a street
8953,28b street
8954,29a street
8955,2a street
8956,2B street
8957,2nd street
8958,30a street
8959,31a street
8960,31st street
8961,32a street
8962,32b street
8963,33a street
8964,33rd street
8965,34a street
8966,35a street
8967,35b street
8968,36a street
8969,36b street
8970,37a street
8971,37th street
8972,38a street
8973,39a street
8974,3a street
8975,3rd street
8976,40a street
8977,40th street
8978,40th a street
8979,41a street
8980,41b street
8981,41st a street
8982,42a street
8983,42b street
8984,42nd street
8985,43a street
8986,43rd street
8987,43rd a street
8988,44a street
8989,44th street
8990,44th a street
8991,45a street
8992,45b street
8993,45th street
8994,46a street
8995,46B street
8996,46th street
8997,47a street
8998,47th street
8999,47th a street
9000,48A street
9001,48th street
9002,48th a street
9003,49a street
9004,49b street
9005,49th street
9006,49th a street
9007,4a street
9008,4th street
9009,50a street
9010,50b street
9011,50th street
9012,51a street
9013,51st street
9014,52A street
9015,52nd street
9016,52nd a street
9017,53a street
9018,53b street
9019,53c street
9020,53rd street
9021,54a street
9022,54b street
9023,54th street
9024,54th a street
9025,55a street
9026,55b street
9027,55th street
9028,56a street
9029,56b street
9030,56th street
9031,57A street
9032,57th street
9033,58a street
9034,58b street
9035,59a street
9036,59b street
9037,5A street
9038,5B street
9039,5th street
9040,60a street
9041,61a street
9042,61b street
9043,62a street
9044,62b street
9045,63a street
9046,64a street
9047,65a street
9048,66a street
9049,67a street
9050,67b street
9051,68a street
9052,69a street
9053,6a street
9054,6th street
9055,70a street
9056,72a street
9057,72b street
9058,73a street
9059,75a street
9060,76a street
9061,78a street
9062,79a street
9063,7a street
9064,7th street
9065,80a street
9066,81a street
9067,82a street
9068,83a street
9069,83b street
9070,84a street
9071,85a street
9072,85B street
9073,86A street
9074,86B street
9075,87a street
9076,87b street
9077,88a street
9078,88b street
9079,88c street
9080,89a street
9081,89b street
9082,8a street
9083,8th street
9084,90a street
9085,90b street
9086,91a street
9087,91b street
9088,92a street
9089,92b street
9090,92c street
9091,93a street
9092,93b street
9093,94a street
9094,95a street
9095,95b street
9096,96a street
9097,96b street
9098,97 Park street
9099,97a street
9100,97b street
9101,98a street
9102,98B street
9103,98c street
9104,99a street
9105,99b street
9106,99c street
9107,9a street
9108,9th street
9109,A street
9110,AAB street
9111,Abbey street
9112,Aberdeen street
9113,Aberdour street
9114,Adam street
9115,Adams street
9116,Adelaide street
9117,Aenopion street
9118,Agar street
9119,Alanwood street
9120,Albert street
9121,Alberta street
9122,Alcock street
9123,Alexander street
9124,Alexandra street
9125,Alexis street
9126,Alfege street
9127,Alfred street
9128,Allan street
9129,Allen street
9130,Alley street
9131,Allison street
9132,Alton street
9133,Amherst street
9134,Anders street
9135,Anderson street
9136,Anger street
9137,Angle street
9138,Anne street
9139,Anquetel street
9140,Antelope street
9141,Antler street
9142,Antler Lake street
9143,Apeldoom street
9144,Applewood street
9145,Argyle street
9146,Arlington street
9147,Armstrong street
9148,Arnold street
9149,Arthur street
9150,Ash street
9151,Ashwood street
9152,Aspen street
9153,Aster street
9154,Astra street
9155,Athabasca street
9156,Atlas street
9157,Atwell street
9158,Averill street
9159,Avery street
9160,Avondale street
9161,Bailey street
9162,Baird street
9163,Baker street
9164,Balaclava street
9165,Balmoral street
9166,Balsam street
9167,Bambi street
9168,Banner street
9169,Bantry street
9170,Barber street
9171,Barnstaple street
9172,Barons street
9173,Bartstow street
9174,Bateson street
9175,Bay street
9176,Bay View street
9177,Baywater street
9178,Beach street
9179,Bear street
9180,Beattie street
9181,Beaver street
9182,Becker street
9183,Bedient street
9184,Beech street
9185,Belfast street
9186,Bell street
9187,Bellaire street
9188,Bennett street
9189,Benoit street
9190,Benton street
9191,Berkley street
9192,Berry street
9193,Bertwell street
9194,Berwick street
9195,Bettenson street
9196,Beverly street
9197,Big Horn street
9198,Birch street
9199,Birkett street
9200,Biscay street
9201,Bishop street
9202,Blairmore street
9203,Bland street
9204,Blazer Park street
9205,Bleasdell street
9206,Blow street
9207,Blueberry street
9208,Bohn street
9209,Bond street
9210,Bonhomme street
9211,Botsford street
9212,Bottrel street
9213,Bouchard street
9214,Boulevard street
9215,Boundary street
9216,Bountiful street
9217,Bow street
9218,Bowell street
9219,Bower street
9220,Bowlen street
9221,Boyce street
9222,Boyle street
9223,Bradford street
9224,Bradwell street
9225,Braemar street
9226,Brainard street
9227,Brampton street
9228,Brandon street
9229,Brantford street
9230,Breaker street
9231,Bridge street
9232,Bridlecrest street
9233,Bridlewood street
9234,Bright street
9235,Broad street
9236,Broadview street
9237,Broadway street
9238,Brock street
9239,Brookhart street
9240,Brooks street
9241,Brosseau street
9242,Brown street
9243,Brownlee street
9244,Brule street
9245,Brundrett street
9246,Buffalo street
9247,Burman street
9248,Burns street
9249,Burnstad street
9250,Bury street
9251,Cabot street
9252,Cactus street
9253,Cadillac street
9254,Cady street
9255,Caledonia street
9256,Callaghan street
9257,Cambridge street
9258,Camburn street
9259,Cameron street
9260,Campbell street
9261,Camrose street
9262,Canal street
9263,Canon street
9264,Canora street
9265,Caouette street
9266,Capilano street
9267,Cardell street
9268,Cardinal street
9269,Carefoot street
9270,Caribou street
9271,Carleton street
9272,Carman street
9273,Caroline street
9274,Carpenter street
9275,Carswell street
9276,Cartier street
9277,Cascade street
9278,Cassino street
9279,Catalina street
9280,Caversham street
9281,Cawdron street
9282,Cawthorn street
9283,Caxton street
9284,Cayuga street
9285,Cedar street
9286,Center street
9287,Centre street
9288,Centre A street
9289,Centre B street
9290,Champlain street
9291,Chaparral street
9292,Charcoal street
9293,Charles street
9294,Charlotte street
9295,Chase street
9296,Chelsea street
9297,Cherry street
9298,Chevigny street
9299,Chinook street
9300,Chrisholm street
9301,Christie street
9302,Christina street
9303,Chudleigh street
9304,Church street
9305,Cinnamon street
9306,Clarance street
9307,Claret street
9308,Clark street
9309,Clarke street
9310,Clatter street
9311,Cliff street
9312,Clifford street
9313,Clovelly street
9314,Coachill street
9315,Cobb street
9316,Cochran street
9317,Cochrane street
9318,Cole street
9319,Coleman street
9320,College street
9321,Collicutt street
9322,Colwell street
9323,Commerce street
9324,Conifer street
9325,Connaught street
9326,Consort street
9327,Coote street
9328,Copper street
9329,Copperstone street
9330,Coriano street
9331,Cornelius street
9332,Corona street
9333,Cosgrove street
9334,Cottage street
9335,Cottonwood street
9336,Cougar street
9337,Council street
9338,Coutts street
9339,Cowan street
9340,Crawford street
9341,Creamery street
9342,Cregg street
9343,Crocus street
9344,Cross street
9345,Crossley street
9346,Crowfoot street
9347,Cushing street
9348,Cymrie street
9349,Dacre street
9350,Daggatt street
9351,Dahlia street
9352,Dalhousie street
9353,Dallyn street
9354,Daniel street
9355,Danloe street
9356,Davies street
9357,Davis street
9358,Dawson street
9359,Day street
9360,Daykin street
9361,de Beaudrop street
9362,de Veber street
9363,Deer street
9364,Deer Park 1st street
9365,Deer Park 2nd street
9366,Deer Park II 1st street
9367,Deer Park II 2nd street
9368,Del Rio street
9369,Delhi street
9370,Dempsey street
